audio_name,class_name,class
"PLUCK - Psychosis_[13,74].wav",PLUCK,3
"PLUCK - Quantized_[12,97].wav",PLUCK,3
"PLUCK - Quick Chirp_[6,49].wav",PLUCK,3
"PLUCK - Rain Drops_[7,125].wav",PLUCK,3
"PLUCK - Rainbug_[7,126].wav",PLUCK,3
"PLUCK - Rain_[4,48].wav",PLUCK,3
"PLUCK - Rat House_[4,49].wav",PLUCK,3
"PLUCK - Raw Cleanliness_[6,50].wav",PLUCK,3
"PLUCK - Remember_[4,50].wav",PLUCK,3
"PLUCK - Retroactivity_[6,51].wav",PLUCK,3
"PLUCK - Sadness_[4,51].wav",PLUCK,3
"PLUCK - Safe_[4,52].wav",PLUCK,3
"PLUCK - Say Hello_[9,48].wav",PLUCK,3
"PLUCK - Secret Door_[7,127].wav",PLUCK,3
"PLUCK - Serpent_[5,48].wav",PLUCK,3
"PLUCK - Shimmer_[12,98].wav",PLUCK,3
"PLUCK - Shiny Harmonies_[13,75].wav",PLUCK,3
"PLUCK - Shrill Fish_[6,52].wav",PLUCK,3
"PLUCK - Shuffle_[4,53].wav",PLUCK,3
"PLUCK - Signs_[13,76].wav",PLUCK,3
"PLUCK - Simple Orchid_[5,49].wav",PLUCK,3
"PLUCK - Sit Down And Li_[13,77].wav",PLUCK,3
"PLUCK - Smeared_[13,78].wav",PLUCK,3
"PLUCK - Soap Shards_[2,49].wav",PLUCK,3
"PLUCK - Soothing_[11,62].wav",PLUCK,3
"PLUCK - Soundboy Advanc_[4,54].wav",PLUCK,3
"PLUCK - Spatial Awarene_[8,92].wav",PLUCK,3
"PLUCK - Square Pluck_[12,99].wav",PLUCK,3
"PLUCK - Stalactite_[8,93].wav",PLUCK,3
"PLUCK - Steel Synth_[13,79].wav",PLUCK,3
"PLUCK - Street Fairies_[12,100].wav",PLUCK,3
"PLUCK - Stringer_[11,63].wav",PLUCK,3
"PLUCK - Sunday_[2,50].wav",PLUCK,3
"PLUCK - Sweet Tremor_[14,22].wav",PLUCK,3
"PLUCK - Tangerine_[5,50].wav",PLUCK,3
"PLUCK - Tarzan_[4,55].wav",PLUCK,3
"PLUCK - Textured_[13,80].wav",PLUCK,3
"PLUCK - Transition_[2,51].wav",PLUCK,3
"PLUCK - Triple A_[8,94].wav",PLUCK,3
"PLUCK - Tropical Heat_[8,95].wav",PLUCK,3
"PLUCK - Tunechip_[4,56].wav",PLUCK,3
"PLUCK - Underwater_[13,81].wav",PLUCK,3
"PLUCK - Unpredictable S_[6,53].wav",PLUCK,3
"PLUCK - Water_[13,82].wav",PLUCK,3
"PLUCK - Water_[5,51].wav",PLUCK,3
"PLUCK - Widespread_[8,96].wav",PLUCK,3
"PLUCK - Winter_[2,52].wav",PLUCK,3
"PLUCK - Wise Guy_[11,64].wav",PLUCK,3
"PLUCK - Worlds_[13,83].wav",PLUCK,3
"PLUCK - Wraiths_[11,65].wav",PLUCK,3
